loan_number,loan_status_description
44095900,CURRENT
68672413,CURRENT
23925143,COMPLETED
76384216,CHARGEOFF
66465155,CURRENT
51316176,CHARGEOFF
1234165,CHARGEOFF
27722165,COMPLETED
70272646,CURRENT
40258280,COMPLETED
51156753,COMPLETED
32439237,COMPLETED
56100745,CHARGEOFF
43689552,COMPLETED
34623502,COMPLETED
14468553,COMPLETED
16091730,CHARGEOFF
49037614,COMPLETED
46436292,COMPLETED
40227594,COMPLETED
46557409,COMPLETED
1365415,COMPLETED
58602222,COMPLETED
71935361,CURRENT
68673609,CHARGEOFF
19207485,COMPLETED
30365831,COMPLETED
63475562,COMPLETED
32208365,COMPLETED
22312965,COMPLETED
51426674,CURRENT
77537837,CURRENT
61872489,CHARGEOFF
19135431,COMPLETED
7617771,COMPLETED
81544623,CURRENT
24655055,CURRENT
11707851,CHARGEOFF
3635203,COMPLETED
13197336,COMPLETED
75152939,CURRENT
74655921,CHARGEOFF
1507392,COMPLETED
8986301,COMPLETED
14629951,CHARGEOFF
13438759,CHARGEOFF
63732536,COMPLETED
73608227,CURRENT
55442788,COMPLETED
72002779,CURRENT
21331360,COMPLETED
39240525,COMPLETED
73650571,COMPLETED
5803233,COMPLETED
40961704,COMPLETED
1504276,COMPLETED
3489108,COMPLETED
17573176,CHARGEOFF
55898194,CHARGEOFF
41130320,COMPLETED
37700382,CURRENT
57752431,COMPLETED
1685525,COMPLETED
36340820,COMPLETED
5244872,COMPLETED
7063997,CURRENT
16342744,COMPLETED
63214772,COMPLETED
77031202,COMPLETED
74664298,COMPLETED
1275550,COMPLETED
51155223,CURRENT
9834958,COMPLETED
81543621,CURRENT
83755242,CURRENT
56019934,COMPLETED
71906040,CURRENT
50153934,COMPLETED
12458897,COMPLETED
36530287,CURRENT
8658400,COMPLETED
68356082,CURRENT
69812307,COMPLETED
55069200,COMPLETED
61722336,CHARGEOFF
44015374,COMPLETED
41142029,COMPLETED
71886605,COMPLETED
12347095,COMPLETED
10066907,COMPLETED
59531261,CHARGEOFF
15389832,COMPLETED
71057256,CURRENT
31377660,COMPLETED
15250315,COMPLETED
6167642,COMPLETED
5775828,CHARGEOFF
31256460,COMPLETED
43987396,COMPLETED
3642911,COMPLETED
22211538,COMPLETED
65392864,COMPLETED
58492285,CURRENT
51996248,CHARGEOFF
34443987,COMPLETED
16422927,COMPLETED
41003131,COMPLETED
3625124,COMPLETED
51606506,COMPLETED
77565308,COMPLETED
54778148,COMPLETED
7730357,COMPLETED
74945088,CURRENT
74754559,CURRENT
1288797,CURRENT
37750557,COMPLETED
19177049,COMPLETED
9239326,COMPLETED
3604890,COMPLETED
40355684,CHARGEOFF
38425073,CURRENT
54848689,COMPLETED
9755161,COMPLETED
7081047,CURRENT
21541111,COMPLETED
3529349,CURRENT
80582361,CURRENT
81385081,CURRENT
1523170,COMPLETED
11406756,COMPLETED
29403871,COMPLETED
2366337,COMPLETED
50074779,CHARGEOFF
67005286,COMPLETED
10070298,COMPLETED
38648246,COMPLETED
11638434,COMPLETED
3324707,COMPLETED
63569778,CURRENT
52669101,COMPLETED
14648563,COMPLETED
20119266,COMPLETED
59502828,COMPLETED
74636763,CHARGEOFF
81506872,CURRENT
8285766,COMPLETED
49703827,CURRENT
41074392,COMPLETED
10558299,COMPLETED
7047756,COMPLETED
23823654,COMPLETED
54513855,COMPLETED
80771109,COMPLETED
63397540,COMPLETED
35358344,COMPLETED
1125107,COMPLETED
10106731,COMPLETED
69743496,COMPLETED
83678147,COMPLETED
65964206,CURRENT
60903878,COMPLETED
62774628,COMPLETED
41152696,CHARGEOFF
41050951,COMPLETED
9007189,COMPLETED
78198478,CHARGEOFF
48745072,COMPLETED
55441463,CHARGEOFF
79410521,CURRENT
68489853,COMPLETED
52056359,COMPLETED
12636672,CURRENT
13076236,COMPLETED
65683660,CHARGEOFF
75377865,CHARGEOFF
60784859,CHARGEOFF
68596977,COMPLETED
63547002,CHARGEOFF
22444190,CHARGEOFF
20148207,CHARGEOFF
71915872,COMPLETED
17333322,COMPLETED
57844082,CURRENT
19677662,CURRENT
78509003,CURRENT
61403779,CHARGEOFF
73845981,CURRENT
9695724,COMPLETED
10835179,COMPLETED
64240837,COMPLETED
72736032,COMPLETED
57784672,CURRENT
25276088,COMPLETED
65171116,CURRENT
25166313,COMPLETED
70931707,CHARGEOFF
8984995,COMPLETED
67436629,COMPLETED
58722362,COMPLETED
80759244,CURRENT
72653541,CURRENT
34732965,CHARGEOFF
52026576,COMPLETED
82981240,CURRENT
40371966,COMPLETED
47138539,COMPLETED
1576007,COMPLETED
35054203,COMPLETED
59070556,CURRENT
72062743,CURRENT
56108720,CURRENT
30796108,COMPLETED
8584990,COMPLETED
37317371,COMPLETED
19567457,COMPLETED
44045303,CURRENT
81425225,CURRENT
46694384,COMPLETED
48182065,COMPLETED
42894176,CURRENT
66443035,CURRENT
68534289,CURRENT
52668902,COMPLETED
44713134,COMPLETED
10127684,COMPLETED
5835202,COMPLETED
29153933,COMPLETED
68378946,CURRENT
66985462,CHARGEOFF
3640090,CHARGEOFF
10109236,COMPLETED
47990872,COMPLETED
52056889,COMPLETED
59491890,CHARGEOFF
65692685,COMPLETED
75115366,CURRENT
63516594,COMPLETED
68610308,CHARGEOFF
43710225,COMPLETED
1251713,COMPLETED
12686635,CURRENT
55169874,CURRENT
60760349,COMPLETED
40451630,CURRENT
6286490,COMPLETED
78961774,COMPLETED
73409481,CURRENT
1355203,COMPLETED
1501218,COMPLETED
78148729,COMPLETED
33340527,COMPLETED
61358995,COMPLETED
72829742,CURRENT
7084784,CHARGEOFF
69085561,CHARGEOFF
1431335,COMPLETED
16311508,COMPLETED
26168385,COMPLETED
71904211,CURRENT
72787005,COMPLETED
65676299,CURRENT
50183931,CURRENT
46154849,CHARGEOFF
8925021,COMPLETED
80789391,CURRENT
73650337,CURRENT
62286760,COMPLETED
1489169,COMPLETED
52738952,COMPLETED
55908694,CURRENT
1550435,CURRENT
43569752,COMPLETED
42413400,COMPLETED
65191218,COMPLETED
28653972,CURRENT
33391697,CURRENT
52199153,COMPLETED
24164776,CURRENT
12825822,COMPLETED
20077739,COMPLETED
4424590,COMPLETED
74491993,COMPLETED
17412768,CHARGEOFF
16431266,CHARGEOFF
54543643,CHARGEOFF
32478805,COMPLETED
57991394,COMPLETED
75973837,CURRENT
58070605,CURRENT
6315261,COMPLETED
20710603,CURRENT
46696433,COMPLETED
59985423,CURRENT
18835324,COMPLETED
50314163,COMPLETED
8825024,COMPLETED
65674315,COMPLETED
66592192,CHARGEOFF
36211154,COMPLETED
49974473,COMPLETED
76884951,CURRENT
63336783,CURRENT
43579226,CHARGEOFF
2383318,COMPLETED
6314937,COMPLETED
61499114,DEFAULTED
3633705,COMPLETED
39531162,COMPLETED
48605694,COMPLETED
37830811,CHARGEOFF
3845724,COMPLETED
61553443,COMPLETED
57714204,CURRENT
66483026,CURRENT
7626874,COMPLETED
30275639,COMPLETED
16342606,CHARGEOFF
68509044,DEFAULTED
39530731,CHARGEOFF
63509202,COMPLETED
13078556,COMPLETED
68355081,COMPLETED
38018371,CURRENT
44757232,CURRENT
50074728,COMPLETED
52047054,COMPLETED
77765363,CHARGEOFF
12437632,COMPLETED
67978408,COMPLETED
6304656,COMPLETED
7076742,CHARGEOFF
3444703,CHARGEOFF
1583630,CHARGEOFF
1475498,COMPLETED
8955433,COMPLETED
13398313,COMPLETED
17103525,COMPLETED
14619217,COMPLETED
41359027,COMPLETED
3784689,COMPLETED
54494167,COMPLETED
31396573,COMPLETED
5715203,COMPLETED
46632443,COMPLETED
1436000,COMPLETED
46324236,COMPLETED
79142661,CURRENT
1260511,COMPLETED
48746538,COMPLETED
36220152,COMPLETED
2185192,COMPLETED
5800350,COMPLETED
73171688,COMPLETED
11685296,CHARGEOFF
67436293,COMPLETED
42314059,CURRENT
73673374,COMPLETED
55950648,CURRENT
40582336,COMPLETED
71805727,COMPLETED
5650444,CHARGEOFF
74501371,COMPLETED
12398132,COMPLETED
8606681,COMPLETED
17183463,COMPLETED
3296504,COMPLETED
59033723,COMPLETED
45059363,COMPLETED
19486313,CURRENT
65140941,COMPLETED
55492266,CHARGEOFF
67095119,CHARGEOFF
81335417,CHARGEOFF
4125149,CHARGEOFF
18905218,COMPLETED
81331775,COMPLETED
12776029,COMPLETED
14117930,COMPLETED
74656481,CURRENT
56142302,CHARGEOFF
70947227,CURRENT
65677468,CURRENT
14538049,COMPLETED
61523398,CURRENT
50477077,COMPLETED
8989785,COMPLETED
70120786,COMPLETED
15039275,COMPLETED
75175208,CURRENT
63287819,COMPLETED
70925133,COMPLETED
41920620,COMPLETED
51456896,COMPLETED
20759979,COMPLETED
9855506,CHARGEOFF
43288064,COMPLETED
10172369,COMPLETED
15079214,COMPLETED
70926253,COMPLETED
28122390,CURRENT
55068720,COMPLETED
2574950,COMPLETED
11976259,COMPLETED
6625673,CHARGEOFF
59669266,COMPLETED
59221355,CURRENT
53784184,CHARGEOFF
67405584,COMPLETED
35034758,COMPLETED
10110548,COMPLETED
63044291,COMPLETED
4556125,CURRENT
78238131,CURRENT
18785115,COMPLETED
77921438,COMPLETED
63949202,COMPLETED
5968337,COMPLETED
60255897,CURRENT
67959148,COMPLETED
70947383,CURRENT
36450838,CHARGEOFF
26067758,COMPLETED
75115425,CURRENT
35034003,CURRENT
29595505,CHARGEOFF
39619610,COMPLETED
69512709,COMPLETED
81434998,COMPLETED
16171623,CHARGEOFF
10766270,COMPLETED
20150137,COMPLETED
82237675,COMPLETED
26168446,CURRENT
9826480,CHARGEOFF
81524137,COMPLETED
46744120,CHARGEOFF
23733541,COMPLETED
57245762,CHARGEOFF
47990901,COMPLETED
19096462,COMPLETED
13507020,CHARGEOFF
40177832,COMPLETED
26368093,COMPLETED
74765314,CURRENT
15469558,COMPLETED
62824807,CURRENT
80549151,CURRENT
79190920,COMPLETED
10091920,COMPLETED
38341498,COMPLETED
79133788,COMPLETED
12925642,COMPLETED
72534941,COMPLETED
18615729,CURRENT
43479272,COMPLETED
75122703,CHARGEOFF
47991263,COMPLETED
8668251,COMPLETED
67388479,CURRENT
31989106,CHARGEOFF
46634697,CURRENT
60025777,COMPLETED
70182220,CHARGEOFF
33340307,CHARGEOFF
66424257,COMPLETED
46653934,COMPLETED
45394841,CURRENT
3700900,COMPLETED
8054920,COMPLETED
78318437,CURRENT
18444602,CHARGEOFF
43580357,CHARGEOFF
60365369,COMPLETED
3371097,COMPLETED
51837950,COMPLETED
10504656,COMPLETED
28863648,CHARGEOFF
12775372,COMPLETED
71017062,CURRENT
68192663,COMPLETED
39937633,COMPLETED
60337112,COMPLETED
11624643,COMPLETED
64151181,CHARGEOFF
36591463,COMPLETED
69733734,CURRENT
38321985,CURRENT
30655943,COMPLETED
34512901,CURRENT
60366307,CURRENT
55230166,COMPLETED
71854451,CURRENT
28132480,COMPLETED
1120309,COMPLETED
70611770,COMPLETED
35084102,COMPLETED
38524300,COMPLETED
44815935,COMPLETED
68913277,COMPLETED
15540480,COMPLETED
53554786,CURRENT
19315830,CURRENT
3186295,CURRENT
61441012,COMPLETED
1082830,COMPLETED
38469712,COMPLETED
46516764,COMPLETED
29203804,COMPLETED
76804835,DEFAULTED
61541415,CURRENT
60890717,CHARGEOFF
77556063,CURRENT
64018999,CURRENT
5762675,COMPLETED
68428287,COMPLETED
58723835,COMPLETED
46602496,COMPLETED
68028279,COMPLETED
44015183,COMPLETED
63285152,COMPLETED
78902100,COMPLETED
24134661,COMPLETED
45464835,COMPLETED
56021006,COMPLETED
37840809,COMPLETED
50545965,CHARGEOFF
2377693,DEFAULTED
81413169,COMPLETED
70282068,COMPLETED
47887261,COMPLETED
74021217,COMPLETED
68673006,COMPLETED
57265898,COMPLETED
17934396,COMPLETED
7936587,COMPLETED
81504280,CURRENT
77301299,CURRENT
81220462,CURRENT
11895340,COMPLETED
65373068,CHARGEOFF
84071433,CURRENT
3238575,COMPLETED
51467421,CHARGEOFF
8886247,COMPLETED
68533744,COMPLETED
66360790,COMPLETED
49237737,CURRENT
2228168,COMPLETED
46387666,COMPLETED
5757444,COMPLETED
38151484,COMPLETED
61479430,COMPLETED
46567133,COMPLETED
70902873,CURRENT
51406310,COMPLETED
9187756,COMPLETED
54258431,COMPLETED
5875348,COMPLETED
38455112,CHARGEOFF
77297211,CURRENT
63438286,CURRENT
75059768,COMPLETED
49833723,COMPLETED
56109592,CURRENT
69574002,COMPLETED
60365704,COMPLETED
45734122,CHARGEOFF
66644799,CHARGEOFF
46174809,COMPLETED
50528069,COMPLETED
79162685,CURRENT
79320423,CURRENT
9807155,COMPLETED
62166026,COMPLETED
1299335,COMPLETED
10544766,COMPLETED
81353803,COMPLETED
1295699,COMPLETED
40970494,COMPLETED
14639476,COMPLETED
38644870,COMPLETED
10071767,CHARGEOFF
48294757,CURRENT
1172289,COMPLETED
1825390,COMPLETED
12756227,CHARGEOFF
8156130,CHARGEOFF
3105952,CHARGEOFF
67397580,COMPLETED
55199400,COMPLETED
56109347,COMPLETED
60556940,COMPLETED
5364691,COMPLETED
1365069,COMPLETED
6290645,COMPLETED
23133672,COMPLETED
10160422,COMPLETED
66453272,CURRENT
20690284,COMPLETED
81831147,CURRENT
71003246,COMPLETED
15421220,COMPLETED
59211313,COMPLETED
20759317,COMPLETED
67448940,COMPLETED
72736081,COMPLETED
55151267,COMPLETED
46145003,COMPLETED
3925375,COMPLETED
5195832,COMPLETED
41266810,COMPLETED
46224924,COMPLETED
6331787,COMPLETED
46725027,CHARGEOFF
4115213,CHARGEOFF
69472442,CURRENT
4574756,COMPLETED
54899924,CHARGEOFF
40989520,COMPLETED
3255630,CHARGEOFF
34472831,COMPLETED
63447903,CURRENT
46614002,COMPLETED
3358802,COMPLETED
12766704,COMPLETED
55268494,COMPLETED
77871437,COMPLETED
53182356,COMPLETED
68833537,COMPLETED
13357333,COMPLETED
1705984,COMPLETED
79641277,CURRENT
22314080,CURRENT
24756025,COMPLETED
51879737,CURRENT
50467573,CURRENT
19076182,COMPLETED
27400313,COMPLETED
73620381,COMPLETED
78639763,CURRENT
10101642,COMPLETED
12946196,COMPLETED
10103194,COMPLETED
62704572,CURRENT
33230316,COMPLETED
64987780,COMPLETED
68903274,CHARGEOFF
48140885,COMPLETED
54077849,COMPLETED
71053578,COMPLETED
70273927,COMPLETED
56390294,COMPLETED
35803254,COMPLETED
27591717,CHARGEOFF
65128924,COMPLETED
39309358,COMPLETED
70053465,COMPLETED
1117198,COMPLETED
48976817,COMPLETED
44419362,COMPLETED
75120518,CURRENT
40287729,COMPLETED
5791058,COMPLETED
59603153,COMPLETED
49984670,COMPLETED
16572273,COMPLETED
10586593,COMPLETED
54259724,CHARGEOFF
38584945,COMPLETED
13036413,CHARGEOFF
55958790,COMPLETED
7094885,COMPLETED
57364368,CHARGEOFF
31758234,COMPLETED
73251195,COMPLETED
39572411,CURRENT
46809072,COMPLETED
69646085,COMPLETED
11706417,COMPLETED
5781167,COMPLETED
11325879,CHARGEOFF
75192383,CURRENT
79083967,COMPLETED
67205240,COMPLETED
83798569,COMPLETED
65837274,COMPLETED
61822570,COMPLETED
1404523,COMPLETED
3157887,COMPLETED
49159282,COMPLETED
28292741,COMPLETED
4537174,COMPLETED
67445127,CURRENT
57326325,CURRENT
60135258,CURRENT
13527298,CHARGEOFF
3525684,COMPLETED
8985503,COMPLETED
60647086,COMPLETED
6553031,COMPLETED
3917102,COMPLETED
65711184,COMPLETED
55129055,CURRENT
40490352,COMPLETED
14398515,COMPLETED
16351854,COMPLETED
5535200,COMPLETED
7054489,COMPLETED
18714877,COMPLETED
1358639,COMPLETED
13047761,COMPLETED
46467597,COMPLETED
6709033,COMPLETED
47531589,CURRENT
7095252,COMPLETED
43819217,COMPLETED
3930861,COMPLETED
41267431,COMPLETED
73649015,CHARGEOFF
61440268,CURRENT
63486133,CURRENT
74701288,DEFAULTED
27490687,COMPLETED
6806020,COMPLETED
63384801,COMPLETED
28823885,CHARGEOFF
6530715,COMPLETED
38261799,COMPLETED
7628011,COMPLETED
3729634,CHARGEOFF
61492577,COMPLETED
42275262,COMPLETED
81376707,CURRENT
55442956,COMPLETED
13438616,CHARGEOFF
40571330,CHARGEOFF
47521455,COMPLETED
1615356,COMPLETED
23964902,COMPLETED
67316921,COMPLETED
63499989,CURRENT
67595187,COMPLETED
38549010,CHARGEOFF
78289317,COMPLETED
73480542,CURRENT
79985483,CURRENT
56864456,COMPLETED
61411105,CURRENT
1226904,COMPLETED
67265756,CURRENT
39640193,COMPLETED
39549360,COMPLETED
46558341,COMPLETED
12908662,CURRENT
70931458,COMPLETED
48746737,CURRENT
49904026,CURRENT
72585662,CURRENT
12918531,COMPLETED
57853154,CHARGEOFF
78449925,CURRENT
3380507,CHARGEOFF
30405462,COMPLETED
1121783,COMPLETED
5969761,COMPLETED
33180886,CURRENT
61398544,CURRENT
78198532,COMPLETED
69697210,CURRENT
66531160,CHARGEOFF
39168355,CURRENT
16382390,COMPLETED
65088702,CURRENT
2092239,COMPLETED
52928400,COMPLETED
44723337,COMPLETED
6727681,COMPLETED
6085318,CURRENT
48725772,COMPLETED
3365882,COMPLETED
31176937,COMPLETED
1345711,COMPLETED
39532814,CHARGEOFF
34392034,COMPLETED
59142221,CURRENT
11378315,COMPLETED
43819620,COMPLETED
1490306,COMPLETED
80631580,CURRENT
64150702,CHARGEOFF
41268472,COMPLETED
71784318,COMPLETED
48314115,COMPLETED
7645857,COMPLETED
48192105,COMPLETED
38699331,COMPLETED
22294635,COMPLETED
74623250,CURRENT
22333522,COMPLETED
20100335,COMPLETED
10394574,COMPLETED
21590709,COMPLETED
34322705,COMPLETED
38558799,COMPLETED
8968244,COMPLETED
65844046,CURRENT
19666593,COMPLETED
17694994,COMPLETED
65462288,COMPLETED
57326661,CURRENT
68434487,CURRENT
68683819,CURRENT
39907254,CHARGEOFF
60880979,COMPLETED
61822914,COMPLETED
16111553,COMPLETED
71747217,CURRENT
56018875,CHARGEOFF
3098763,COMPLETED
59501337,CURRENT
74662335,COMPLETED
17725740,COMPLETED
38752338,CHARGEOFF
29173858,COMPLETED
6935834,COMPLETED
9217100,COMPLETED
39549569,CHARGEOFF
44431263,COMPLETED
1342069,COMPLETED
7378168,CHARGEOFF
78769895,COMPLETED
14238171,COMPLETED
30014884,COMPLETED
11366165,COMPLETED
73365213,CURRENT
11644890,COMPLETED
73109975,COMPLETED
65731132,CURRENT
33192085,CURRENT
78932186,CURRENT
61038060,CURRENT
40157349,COMPLETED
8657441,COMPLETED
60297081,CHARGEOFF
64842589,CHARGEOFF
61402852,COMPLETED
12447071,COMPLETED
46833716,CHARGEOFF
63044146,CURRENT
74682839,CURRENT
72592720,CURRENT
43559112,COMPLETED
75276438,COMPLETED
5044767,COMPLETED
46427215,COMPLETED
34483959,COMPLETED
80108213,COMPLETED
42354159,COMPLETED
48030777,COMPLETED
39329196,COMPLETED
59100692,COMPLETED
15459562,CHARGEOFF
1331969,CHARGEOFF
68384355,COMPLETED
33350955,COMPLETED
70582633,COMPLETED
38812516,COMPLETED
11397541,CHARGEOFF
8054958,COMPLETED
50497374,COMPLETED
69982261,COMPLETED
55079810,CURRENT
46315604,COMPLETED
71735406,COMPLETED
79271116,COMPLETED
41013121,COMPLETED
12586337,COMPLETED
38832269,COMPLETED
11438361,COMPLETED
1677767,COMPLETED
55278778,COMPLETED
15139184,COMPLETED
11295160,CHARGEOFF
38607632,COMPLETED
24815914,COMPLETED
43985679,COMPLETED
17383115,COMPLETED
7047715,CHARGEOFF
55149812,CHARGEOFF
7075167,COMPLETED
15251159,COMPLETED
50475624,COMPLETED
18925015,CHARGEOFF
60296494,COMPLETED
58000634,COMPLETED
41111569,COMPLETED
32410184,COMPLETED
42363731,COMPLETED
3849774,COMPLETED
17944338,COMPLETED
68172716,COMPLETED
65601787,COMPLETED
38478227,COMPLETED
68782579,COMPLETED
58613826,CURRENT
74211704,COMPLETED
69337387,COMPLETED
79162890,CURRENT
62634458,CURRENT
37681506,COMPLETED
65682793,CURRENT
1199526,COMPLETED
48624475,CURRENT
71925800,CURRENT
61354204,CURRENT
13137669,COMPLETED
70884674,COMPLETED
50204065,COMPLETED
21291334,COMPLETED
78982637,CURRENT
14699457,COMPLETED
41099184,COMPLETED
1372235,COMPLETED
1625263,COMPLETED
39540033,COMPLETED
25377239,CURRENT
79124123,CURRENT
68063773,CURRENT
34342080,COMPLETED
27721632,COMPLETED
3637983,COMPLETED
49803326,CURRENT
77380283,CURRENT
43996029,CHARGEOFF
77479620,CHARGEOFF
72716104,COMPLETED
4934827,COMPLETED
65220358,COMPLETED
10119993,COMPLETED
58922195,CURRENT
6994736,COMPLETED
76342368,COMPLETED
59220071,COMPLETED
84090616,COMPLETED
57167358,COMPLETED
17805412,CURRENT
10108294,COMPLETED
42523310,COMPLETED
20760443,COMPLETED
27720446,COMPLETED
46685372,COMPLETED
22474303,COMPLETED
6396146,CURRENT
63427002,COMPLETED
74915432,COMPLETED
70842196,CHARGEOFF
8587528,COMPLETED
70872163,COMPLETED
9238431,COMPLETED
7915317,CHARGEOFF
15421198,CHARGEOFF
79105528,CURRENT
42293461,CHARGEOFF
21049674,CHARGEOFF
34653476,CHARGEOFF
72585160,CHARGEOFF
47169137,COMPLETED
48896509,COMPLETED
77518965,CURRENT
76152569,CURRENT
47481342,COMPLETED
46775784,COMPLETED
63947213,COMPLETED
63407948,COMPLETED
14529443,COMPLETED
3376409,COMPLETED
61362593,COMPLETED
28082075,COMPLETED
54918511,COMPLETED
58201262,COMPLETED
72703325,COMPLETED
77398209,CURRENT
41470396,CHARGEOFF
79672810,CURRENT
22284206,CURRENT
40355803,COMPLETED
54909168,COMPLETED
1279599,COMPLETED
68693185,CHARGEOFF
78339433,CURRENT
46757067,COMPLETED
8806128,COMPLETED
38426854,COMPLETED
27090124,CURRENT
77882224,CURRENT
3630897,COMPLETED
60844258,COMPLETED
1446904,COMPLETED
77451420,COMPLETED
65674918,COMPLETED
40561408,COMPLETED
53964618,CURRENT
15449837,COMPLETED
5639859,COMPLETED
58160126,CURRENT
49643341,COMPLETED
1677508,COMPLETED
15079183,COMPLETED
10776085,CHARGEOFF
80608955,COMPLETED
65946716,CURRENT
77119615,CHARGEOFF
53505075,COMPLETED
60923013,CURRENT
78389787,COMPLETED
14177621,CURRENT
63218944,COMPLETED
58612395,CHARGEOFF
79592456,COMPLETED
55248369,CURRENT
55199778,CHARGEOFF
79763343,CURRENT
53352440,CURRENT
72674950,COMPLETED
3642286,COMPLETED
55920545,COMPLETED
3373249,COMPLETED
51916423,COMPLETED
3382487,CHARGEOFF
6627738,CHARGEOFF
6571758,COMPLETED
3293935,COMPLETED
54848488,CURRENT
70822407,COMPLETED
18916114,COMPLETED
65976150,CURRENT
12315283,COMPLETED
60647430,CURRENT
38557621,COMPLETED
66581668,COMPLETED
67287754,COMPLETED
46117470,COMPLETED
21100373,COMPLETED
3187057,COMPLETED
7727332,COMPLETED
60970377,COMPLETED
77982057,COMPLETED
22271825,COMPLETED
60904681,COMPLETED
74826190,CURRENT
1457920,CHARGEOFF
44513263,COMPLETED
47380444,COMPLETED
49137004,COMPLETED
8915745,COMPLETED
83113355,COMPLETED
5525766,COMPLETED
21159596,COMPLETED
43195333,COMPLETED
51186338,COMPLETED
16672515,COMPLETED
7534956,CHARGEOFF
72622535,CURRENT
81375368,CURRENT
46998417,CURRENT
5404878,COMPLETED
59130861,COMPLETED
40989788,COMPLETED
73122179,CHARGEOFF
45374136,COMPLETED
78538887,CURRENT
7075967,COMPLETED
53874428,COMPLETED
54353980,COMPLETED
73521240,CURRENT
46556959,COMPLETED
50605401,CHARGEOFF
70182826,CURRENT
78468518,CURRENT
81564703,CURRENT
60964022,CHARGEOFF
28673926,COMPLETED
67315238,CURRENT
3377808,COMPLETED
30275145,CHARGEOFF
35803827,COMPLETED
63478660,CURRENT
46633362,CHARGEOFF
68776136,COMPLETED
19196547,COMPLETED
34422324,CURRENT
20782224,CHARGEOFF
58732529,COMPLETED
77409863,CURRENT
17924062,COMPLETED
3379772,COMPLETED
68831529,CHARGEOFF
39450501,CHARGEOFF
20698974,COMPLETED
47990516,COMPLETED
81384398,CURRENT
7439203,COMPLETED
4095479,COMPLETED
46614469,COMPLETED
81476327,CURRENT
57095010,COMPLETED
27680405,COMPLETED
65732124,COMPLETED
40463922,CURRENT
53161137,COMPLETED
83749738,COMPLETED
4644624,COMPLETED
12518231,COMPLETED
58973332,CHARGEOFF
39600051,COMPLETED
33281399,COMPLETED
52596369,COMPLETED
77408299,COMPLETED
5105077,COMPLETED
75718500,COMPLETED
28893416,COMPLETED
10637366,COMPLETED
42297768,CURRENT
40503437,COMPLETED
69084799,CURRENT
4806890,DEFAULTED
72215469,COMPLETED
51827041,CHARGEOFF
1541329,COMPLETED
49683896,COMPLETED
61333737,CHARGEOFF
27620708,COMPLETED
11637123,CHARGEOFF
52077305,COMPLETED
5185850,COMPLETED
48606519,COMPLETED
70040380,CURRENT
64201963,COMPLETED
52728917,COMPLETED
8655143,COMPLETED
15511205,CURRENT
40258199,COMPLETED
57364454,CHARGEOFF
6075136,COMPLETED
57094595,COMPLETED
43470199,CURRENT
38565574,CHARGEOFF
71582651,CURRENT
15620027,COMPLETED
63404719,CHARGEOFF
39571240,COMPLETED
10111639,COMPLETED
60834052,COMPLETED
75141807,COMPLETED
60842918,COMPLETED
8795557,CURRENT
34913402,COMPLETED
59023120,CHARGEOFF
30044702,CURRENT
11896673,COMPLETED
9154761,COMPLETED
2905758,CHARGEOFF
40503295,COMPLETED
43966059,COMPLETED
38332258,CHARGEOFF
26459329,CURRENT
49106133,COMPLETED
58420430,COMPLETED
5855659,COMPLETED
5798124,COMPLETED
68477069,COMPLETED
70992403,COMPLETED
73335423,COMPLETED
14690562,COMPLETED
60687232,CHARGEOFF
34433685,CHARGEOFF
43336743,COMPLETED
46695685,COMPLETED
29755315,CURRENT
1637880,DEFAULTED
66502623,CURRENT
8354911,COMPLETED
54393848,COMPLETED
65816214,CURRENT
50517869,COMPLETED
44797525,COMPLETED
